-1.1877087	-1.0706797	0.4843909	2.8091529	-0.2789791	-0.5115521	0.1473507	-1.1389340	-0.2405971	-1.5980850
-0.9969405	1.2351140	-1.4085131	0.2574276	-2.3456143	2.0398806	0.9012675	-1.2059498	2.1159176	2.4183227
-0.4735318	0.0315664	-0.4272551	-0.5034854	-0.6858503	-1.5733415	-2.3380594	0.4306556	-0.7001577	2.0305176
-0.5607082	-0.6283204	1.8536205	0.4176313	1.9122704	0.7437227	-0.7313086	0.1446737	0.9434467	0.3507027
0.2730447	0.9091302	-0.0364249	1.7615779	-1.1502168	1.4030889	2.7756549	1.7380779	1.3011686	-1.0753488
0.2992683	-0.7735725	1.0962543	0.6649275	0.2544047	-0.4103318	-0.0544663	-0.3793353	0.3356690	0.0128536
1.7297015	0.1583186	-0.8836391	-2.6869110	-1.9132274	-0.1083127	0.0045248	1.1717482	0.4432591	0.4810477
-0.0153463	-0.5482595	-1.9370416	0.1972701	3.4133703	-1.9867571	-1.9924788	-2.1657853	-2.1254554	1.0689533
-2.6832994	-0.6616403	0.3206865	2.5023904	1.9835888	-1.0340430	-0.2023044	-1.1594944	-0.2574226	-3.2686341
0.5503780	-0.1934772	-2.0076457	-0.4921112	-3.1702308	1.2120328	0.8755067	-1.6599336	1.2349156	-1.1757989
-1.1294485	-1.2979416	-0.3618724	0.7475831	1.9908187	-2.0690614	-3.2701415	-1.3706233	-2.6666348	1.5762985
-0.6973775	0.2619143	-0.8624750	0.3763666	-0.0627834	-1.6554228	1.4842611	-2.6005304	1.6341912	-1.9104852
-0.1606064	0.2913100	0.6738561	1.9179612	1.6557564	-0.1771307	0.3887232	-0.6073147	2.9926095	-3.0871358
1.8833124	-0.4665148	1.5207276	0.9112479	-1.1660546	1.1100607	2.3451214	1.7413214	-0.1018737	-2.2085749
1.9644246	0.7573164	1.2135003	-3.4197494	-4.2322054	-0.3872418	2.3508608	3.3799697	-1.7102356	1.3814257
2.6947563	-0.5439133	0.3864474	-4.3544412	-0.3959723	-1.8080715	-2.2305451	1.4503835	-1.4350039	3.6768037
0.7466687	-1.5484632	0.6430478	0.8640133	4.9154188	-1.8743249	0.2453439	1.5221471	-0.3133128	0.6244792
-0.5920157	0.0575167	0.8714862	3.3040143	-0.8538673	-1.9222367	3.9725869	0.6216908	-0.0679936	-5.0756572
-0.9598687	1.1315460	0.1852924	-2.5935783	-1.5636241	-0.4140002	-1.9320534	0.8014231	1.0217965	1.1075121
3.0633054	-0.3198602	0.0371102	-1.3179048	2.0710906	-1.0641721	-1.6452180	-0.7482348	-1.4894615	2.4381430
-0.2637406	-2.0375617	0.0530306	0.2829549	1.6515060	-1.7213092	2.0109366	2.5137959	-1.9193215	-3.1072916
-2.3803268	1.4560642	-0.1115441	0.8784020	-0.4269108	0.6278389	1.2125758	-0.7978178	1.6104883	-0.0422079
2.0520612	-0.8785363	0.2870956	-1.0202964	1.0858548	1.4487751	-0.8352842	-1.9716470	0.0734440	0.7717155
-0.1941784	0.3420370	0.6645187	-0.9269580	-1.2477483	-1.9864931	2.3542317	1.8933657	-1.9148335	-0.6500402
0.9461195	-0.6197894	0.9340399	-0.4579900	-1.7119958	-0.5272309	-1.0775134	0.8689655	0.3331323	1.2617021
0.3026544	1.4099166	2.0682331	-2.4125897	-1.8799034	0.9818811	0.7709376	2.2238210	-0.2919639	2.1755343
5.0528293	2.1200949	-1.5207553	-3.2309066	0.4377273	1.5299818	-0.6024839	3.5941576	1.0554720	3.1934779
1.6590534	-0.3496941	-1.8733226	1.2959394	4.1643258	-3.5031084	0.2602473	1.2285209	-3.5191413	-1.6323392
-0.6472447	0.8414108	0.1310878	3.8761436	2.0789733	-1.8275724	2.3416243	-1.9227499	-0.5172464	-4.4569796
1.8746954	2.4860444	0.5530504	0.3944401	-3.6724260	0.6055772	1.3560216	-1.3314057	-0.1607738	-0.5693889
