0.23	0.49	0	-0.81	0.82	0.1	0.25	-0.41	-0.24
-0.77	0.62	0	-0.81	0.61	0.21	0.45	-0.97	0.12
-0.67	0.05	0	-0.63	0.28	-0.08	0.16	-1.46	0.55
0.64	-0.13	0	-0.07	0.17	-0.08	0.08	0.16	0.69
-0.15	0.02	0	1.13	-0.09	0.03	-0.42	0.74	-1.02
1.22	0.04	0	-0.53	0.18	-0.48	0.03	0.72	0.14
0.75	-0.14	0	0.65	-0.11	0	0.01	1	-0.05
1.17	0.24	0	-1.02	0.09	-0.61	0.01	0.77	-0.16
-0.27	0.91	0	0.84	-0.58	-0.08	-0.04	0.3	-1.02
0.05	0.42	0	-0.5	0.23	-0.54	0.59	-0.56	-0.03
-0.77	0.58	0	0.68	-0.51	0.72	0.13	-0.78	0.15
-0.81	-0.2	0	-0.81	-0.16	0	0.22	-1.28	0.17
-1.24	0.03	0	0.52	-0.4	-0.3	-0.24	-0.34	-0.33
-0.39	-0.38	0	0.28	0.07	0	0.17	-0.69	0.66
-0.01	-0.31	0	0.78	0.17	0.35	-0.49	0.19	-0.14
0.82	-0.56	0	-0.24	0.24	-0.21	-0.14	0.51	0.3
0.33	0.17	0	0.66	-0.33	0	-0.59	0.66	0
0.86	-0.3	0	0	-0.2	-0.73	-0.04	0.34	0
-0.42	0.36	0	0.84	0.03	0.7	-0.47	0.34	-0.49
0.29	-0.26	0	1.13	0.75	0.3	-0.49	1.49	0.47
-0.22	0.11	0	1.27	-0.8	0.89	0.01	0.75	-0.31
0.07	-0.5	-0.28	-0.6	0	0.12	0.3	-0.1	0.26
-0.39	-0.66	0	-1.12	-0.23	-0.08	0.3	-0.81	0.17
-0.31	-0.59	0.28	-1.63	-0.23	-0.24	0.24	-0.58	0.12
